Sample	Plasmid_PPI	Chrom_PPI	Fraction
Staphylococcus_sp._E463_	0	36638	0.000
Staphylococcus_sp._HGB0015_	36217	1167	0.969
Staphylococcus_vitulinus_F1028_	0	44052	0.000
Staphylococcus_warneri_L37603_	40654	909	0.978
Staphylococcus_warneri_SG1_	33054	2717	0.924
Staphylococcus_xylosus_	34585	2325	0.937
Starkeya_novella_DSM_506_	42730	8482	0.834
Stenotrophomonas_maltophilia_5BA-I-2_	59897	3712	0.942
Stenotrophomonas_maltophilia_K279a_	62385	3193	0.951
Stenotrophomonas_maltophilia_PML168_	50994	6129	0.893
Stenotrophomonas_maltophilia_R551-3_	50842	9982	0.836
Stenoxybacter_acetivorans_DSM_19021_	0	26964	0.000
Stigmatella_aurantiaca_DW4-3-1_	142181	17498	0.890
Stomatobaculum_longum_	33852	2240	0.938
Streptacidiphilus_albus_	0	151972	0.000
Streptacidiphilus_carbonis_	0	138451	0.000
Streptacidiphilus_jeojiense_	0	139454	0.000
Streptacidiphilus_jiangxiensis_	126878	34546	0.786
Streptacidiphilus_neutrinimicus_	0	143697	0.000
Streptacidiphilus_oryzae_TH49_	0	117867	0.000
Streptacidiphilus_rugosus_AM-16_	0	124707	0.000
Streptobacillus_moniliformis_DSM_12112_	18766	1221	0.939
Streptococcus_agalactiae_LMG_14747_	97558	1828	0.982
Streptococcus_agalactiae_NEM316_	38267	1238	0.969
Streptococcus_anginosus_C1051_	22426	474	0.979
Streptococcus_anginosus_C238_	27570	1409	0.951
Streptococcus_anginosus_DORA_7_	37776	1860	0.953
Streptococcus_anginosus_F0211_	33350	843	0.975
Streptococcus_anginosus_SK52_=_DSM_20563_	23496	723	0.970
Streptococcus_australis_ATCC_700641_	37218	410	0.989
Streptococcus_caballi_DSM_19004_	0	30853	0.000
Streptococcus_canis_FSL_Z3-227_	37388	2222	0.944
Streptococcus_castoreus_DSM_17536_	0	31509	0.000
Streptococcus_constellatus_subsp._pharyngis_C1050_	23238	1280	0.948
Streptococcus_constellatus_subsp._pharyngis_SK1060_=_CCUG_46377_	44869	1674	0.964
Streptococcus_criceti_HS-6_	33665	714	0.979
Streptococcus_cristatus_ATCC_51100_	30184	483	0.984
Streptococcus_dentisani_7746_	28544	975	0.967
Streptococcus_dentisani_7747_	28587	729	0.975
Streptococcus_devriesei_DSM_19639_	0	35417	0.000
Streptococcus_didelphis_DSM_15616_	0	33626	0.000
Streptococcus_downei_F0415_	31412	786	0.976
Streptococcus_dysgalactiae_subsp._dysgalactiae_ATCC_27957_	34968	1922	0.948
Streptococcus_dysgalactiae_subsp._equisimilis_AC-2713_	29335	1308	0.957
Streptococcus_entericus_DSM_14446_	0	29441	0.000
Streptococcus_equinus_ATCC_9812_	32132	452	0.986
Streptococcus_equi_subsp._zooepidemicus_	24738	1626	0.938
Streptococcus_ferus_DSM_20646_	0	29996	0.000
Streptococcus_gordonii_str._Challis_substr._CH1_	25917	769	0.971
Streptococcus_henryi_DSM_19005_	37465	1791	0.954
Streptococcus_ictaluri_707-05_	36948	2113	0.946
Streptococcus_infantarius_subsp._infantarius_CJ18_	20904	953	0.956
Streptococcus_infantis_ATCC_700779_	31384	667	0.979
Streptococcus_infantis_SK1076_	34711	591	0.983
Streptococcus_infantis_SK970_	35604	1467	0.960
Streptococcus_infantis_X_	32067	992	0.970
Streptococcus_iniae_	20804	1193	0.946
Streptococcus_intermedius_B196_	24331	819	0.967
Streptococcus_macacae_NCTC_11558_	30828	544	0.983
Streptococcus_macedonicus_ACA-DC_198_	24716	793	0.969
Streptococcus_marimammalium_DSM_18627_	0	26428	0.000
Streptococcus_massiliensis_DSM_18628_	0	33121	0.000
Streptococcus_merionis_DSM_19192_	56017	113	0.998
Streptococcus_minor_DSM_17118_	0	33759	0.000
Streptococcus_mitis_ATCC_6249_	33274	228	0.993
Streptococcus_mitis_B6_	23456	1482	0.941
Streptococcus_mitis_bv._2_str._F0392_	29270	685	0.977
Streptococcus_mitis_bv._2_str._SK95_	29534	1013	0.967
Streptococcus_mitis_NCTC_12261_	27573	647	0.977
Streptococcus_mitis_SK1080_	31050	477	0.985
Streptococcus_mitis_SK321_	26924	644	0.977
Streptococcus_mitis_SK564_	28727	910	0.969
Streptococcus_mitis_SK569_	30036	590	0.981
Streptococcus_mitis_SK579_	30114	740	0.976
Streptococcus_mitis_SK597_	28199	827	0.972
Streptococcus_mutans_GS-5_	21835	860	0.962
Streptococcus_mutans_UA159_	23616	824	0.966
Streptococcus_oligofermentans_AS_1.3089_	22477	1541	0.936
Streptococcus_oralis_ATCC_35037_	33406	553	0.984
Streptococcus_oralis_ATCC_49296_	30918	1337	0.959
Streptococcus_oralis_SK1074_	31108	468	0.985
Streptococcus_oralis_SK255_	32283	993	0.970
Streptococcus_oralis_Uo5_	23243	869	0.964
Streptococcus_orisratti_DSM_15617_	0	36503	0.000
Streptococcus_ovis_DSM_16829_	0	40356	0.000
Streptococcus_parasanguinis_ATCC_903_	35345	675	0.981
Streptococcus_parasanguinis_FW213_	23680	722	0.970
Streptococcus_parauberis_KCTC_11537_	26081	510	0.981
Streptococcus_parauberis_NCFD_2020_	40397	769	0.981
Streptococcus_peroris_ATCC_700780_	33809	345	0.990
Streptococcus_plurextorum_DSM_22810_	0	33414	0.000
Streptococcus_pneumoniae_D39_	28218	765	0.974
Streptococcus_pneumoniae_R6_	28592	957	0.968
Streptococcus_pneumoniae_TIGR4_	28711	1132	0.962
Streptococcus_porci_DSM_23759_	0	36246	0.000
Streptococcus_porcinus_str._Jelinkova_176_	31198	1066	0.967
Streptococcus_pseudopneumoniae_IS7493_	22944	2466	0.903
Streptococcus_pseudoporcinus_SPIN_20026_	30806	1255	0.961
Streptococcus_pyogenes_	26704	1512	0.946
Streptococcus_ratti_FA-1_=_DSM_20564_	34764	756	0.979
Streptococcus_salivarius_57.I_	22809	479	0.979
Streptococcus_sanguinis_SK1057_	37804	752	0.980
Streptococcus_sanguinis_SK355_	36724	581	0.984
Streptococcus_sanguinis_SK36_	28598	804	0.973
Streptococcus_sanguinis_SK49_	36688	643	0.983
Streptococcus_sinensis_	27648	1088	0.962
Streptococcus_sp._2_1_36FAA_	31568	1552	0.953
Streptococcus_sp._ACC21_	33762	742	0.978
Streptococcus_sp._C150_	31686	652	0.980
Streptococcus_sp._CM6_	31479	735	0.977
Streptococcus_sp._F0442_	34078	1611	0.955
Streptococcus_sp._HPH0090_	31590	753	0.977
Streptococcus_sp._HSISM1_	33366	1439	0.959
Streptococcus_sp._M143_	32169	342	0.989
Streptococcus_sp._M334_	31918	1086	0.967
Streptococcus_sp._oral_taxon_056_str._F0418_	31717	549	0.983
Streptococcus_sp._oral_taxon_058_str._F0407_	29175	1137	0.962
Streptococcus_sp._oral_taxon_071_str._73H25AP_	32994	513	0.985
Streptococcus_sp._SK140_	33110	547	0.984
Streptococcus_sp._SK643_	30115	609	0.980
Streptococcus_sp._VT_162_	21737	1352	0.941
Streptococcus_suis_05ZYH33_	24836	1721	0.935
Streptococcus_suis_22083_	30764	742	0.976
Streptococcus_suis_86-5192_	29139	1031	0.966
Streptococcus_suis_EA1832.92_	31201	877	0.973
Streptococcus_suis_R61_	31666	1635	0.951
Streptococcus_suis_YS72_	34019	1453	0.959
Streptococcus_thermophilus_LMD-9_	20517	607	0.971
Streptococcus_thermophilus_LMG_18311_	24112	782	0.969
Streptococcus_thoraltensis_DSM_12221_	0	45758	0.000
Streptococcus_tigurinus_1366_	34182	793	0.977
Streptococcus_tigurinus_AZ_3a_	34131	2088	0.942
Streptococcus_uberis_0140J_	25833	618	0.977
Streptococcus_urinalis_2285-97_	35606	1440	0.961
Streptococcus_urinalis_FB127-CNA-2_	0	37843	0.000
Streptococcus_vestibularis_F0396_	32611	490	0.985
Streptomyces_acidiscabies_84-104_	184880	6337	0.967
Streptomyces_alboflavus_	78837	17254	0.820
Streptomyces_albulus_	69054	24909	0.735
Streptomyces_albus_J1074_	53387	15040	0.780
Streptomyces_albus_subsp._albus_	61315	30568	0.667
Streptomyces_atroolivaceus_	0	119525	0.000
Streptomyces_auratus_AGR0001_	106646	12964	0.892
Streptomyces_aureocirculatus_	0	127430	0.000
Streptomyces_aureofaciens_	46149	59713	0.436
Streptomyces_avermitilis_MA-4680_=_NBRC_14893_	83734	11046	0.883
Streptomyces_avicenniae_	0	90273	0.000
Streptomyces_bicolor_	0	154843	0.000
Streptomyces_bikiniensis_	0	102621	0.000
Streptomyces_bingchenggensis_BCW-1_	103022	35877	0.742
Streptomyces_californicus_	0	118059	0.000
Streptomyces_catenulae_	0	96295	0.000
Streptomyces_cattleya_NRRL_8057_=_DSM_46488_	55162	9026	0.859
Streptomyces_celluloflavus_	0	130923	0.000
Streptomyces_cellulosae_	0	184201	0.000
Streptomyces_chartreusis_NRRL_12338_	0	155383	0.000
Streptomyces_clavuligerus_ATCC_27064_	71135	17682	0.801
Streptomyces_coelicolor_A3	88071	23159	0.792
Streptomyces_collinus_Tu_365_	67983	18449	0.787
Streptomyces_davawensis_JCM_4913_	86280	16907	0.836
Streptomyces_durhamensis_	0	166949	0.000
Streptomyces_flavidovirens_DSM_40150_	0	103164	0.000
Streptomyces_flavochromogenes_	0	117840	0.000
Streptomyces_flavovariabilis_	0	147852	0.000
Streptomyces_fradiae_	91983	18085	0.836
Streptomyces_fulvissimus_DSM_40593_	62534	23218	0.729
Streptomyces_fulvoviolaceus_	0	231546	0.000
Streptomyces_galbus_	0	153228	0.000
Streptomyces_ghanaensis_ATCC_14672_	115766	15435	0.882
Streptomyces_glaucescens_	61025	10951	0.848
Streptomyces_griseoaurantiacus_M045_	114337	17503	0.867
Streptomyces_griseoflavus_Tu4000_	106537	15318	0.874
Streptomyces_griseofuscus_	134763	15250	0.898
Streptomyces_griseoluteus_	0	106036	0.000
Streptomyces_griseorubens_	73670	35271	0.676
Streptomyces_griseus_subsp._griseus_NBRC_13350_	79024	20933	0.791
Streptomyces_halstedii_	0	124545	0.000
Streptomyces_hygroscopicus_subsp._jinggangensis_5008_	81005	27406	0.747
Streptomyces_iakyrus_	0	150178	0.000
Streptomyces_katrae_	100343	17665	0.850
Streptomyces_lavenduligriseus_	0	148814	0.000
Streptomyces_lydicus_	58611	20003	0.746
Streptomyces_megasporus_	0	81369	0.000
Streptomyces_mobaraensis_NBRC_13819_=_DSM_40847_	87968	13973	0.863
Streptomyces_mutabilis_	80061	31536	0.717
Streptomyces_niger_	0	139240	0.000
Streptomyces_niveus_NCIMB_11891_	58902	24193	0.709
Streptomyces_olindensis_	145156	16035	0.901
Streptomyces_olivaceus_	0	137860	0.000
Streptomyces_pratensis_ATCC_33331_	56732	18187	0.757
Streptomyces_pristinaespiralis_ATCC_25486_	58406	19544	0.749
Streptomyces_purpeofuscus_	0	118185	0.000
Streptomyces_purpureus_KA281_	0	108684	0.000
Streptomyces_pyridomyceticus_	0	82225	0.000
Streptomyces_rapamycinicus_NRRL_5491_	99282	38554	0.720
Streptomyces_resistomycificus_	180668	17665	0.911
Streptomyces_roseoverticillatus_	0	102680	0.000
Streptomyces_scabiei_87.22_	80225	19340	0.806
Streptomyces_scabrisporus_DSM_41855_	126131	24943	0.835
Streptomyces_sclerotialus_	0	117056	0.000
Streptomyces_scopuliridis_RB72_	0	111812	0.000
Streptomyces_seoulensis_	0	95449	0.000
Streptomyces_somaliensis_DSM_40738_	0	66781	0.000
Streptomyces_sp._142MFCol3.1_	0	164053	0.000
Streptomyces_sp._303MFCol5.2_	0	161714	0.000
Streptomyces_sp._351MFTsu5.1_	0	153990	0.000
Streptomyces_sp._AA0539_	0	80690	0.000
Streptomyces_sp._AA4_	115107	21153	0.845
Streptomyces_sp._Amel2xE9_	0	109673	0.000
Streptomyces_sp._ATexAB-D23_	0	122272	0.000
Streptomyces_sp._BoleA5_	0	120526	0.000
Streptomyces_sp._C_	108227	16573	0.867
Streptomyces_sp._CNH099_	0	109707	0.000
Streptomyces_sp._CNR698_	0	112254	0.000
Streptomyces_sp._CNT318_	0	95359	0.000
Streptomyces_sp._CNT372_	0	92176	0.000
Streptomyces_sp._CNY243_	0	119959	0.000
Streptomyces_sp._e14_	99874	10752	0.903
Streptomyces_sp._FxanaC1_	0	106816	0.000
Streptomyces_sp._GXT6_	0	107184	0.000
Streptomyces_sp._HmicA12_	0	150571	0.000
Streptomyces_sp._LaPpAH-108_	0	97547	0.000
Streptomyces_sp._LaPpAH-95_	0	108121	0.000
Streptomyces_sp._Mg1_	61331	20960	0.745
Streptomyces_sp._MspMP-M5_	0	128996	0.000
Streptomyces_sp._NRRL_B-24720_	0	157614	0.000
Streptomyces_sp._NRRL_F-2580_	0	109027	0.000
Streptomyces_sp._NRRL_F-2890_	0	82424	0.000
Streptomyces_sp._NRRL_F-5008_	0	136358	0.000
Streptomyces_sp._NRRL_F-5053_	0	122293	0.000
Streptomyces_sp._NRRL_F-5065_	0	106827	0.000
Streptomyces_sp._NRRL_F-5123_	0	120815	0.000
Streptomyces_sp._NRRL_F-5126_	0	106652	0.000
Streptomyces_sp._NRRL_F-5135_	0	109386	0.000
Streptomyces_sp._NRRL_F-525_	0	192449	0.000
Streptomyces_sp._NRRL_F-5630_	0	88180	0.000
Streptomyces_sp._NRRL_F-6677_	0	119705	0.000
Streptomyces_sp._NRRL_S-118_	0	93511	0.000
Streptomyces_sp._NRRL_S-149_	0	177485	0.000
Streptomyces_sp._NRRL_S-1777_	0	161312	0.000
Streptomyces_sp._NRRL_S-237_	0	129648	0.000
Streptomyces_sp._NRRL_S-337_	0	133507	0.000
Streptomyces_sp._NRRL_S-340_	0	126484	0.000
Streptomyces_sp._NRRL_S-37_	0	128898	0.000
Streptomyces_sp._NRRL_S-474_	0	133615	0.000
Streptomyces_sp._NRRL_S-646_	0	190773	0.000
Streptomyces_sp._NRRL_S-87_	0	110793	0.000
Streptomyces_sp._NRRL_S-920_	0	122306	0.000
Streptomyces_sp._NRRL_WC-3626_	0	133729	0.000
Streptomyces_sp._NRRL_WC-3742_	0	125105	0.000
Streptomyces_sp._NRRL_WC-3773_	0	140586	0.000
Streptomyces_sp._PsTaAH-124_	0	129931	0.000
Streptomyces_sp._R1-NS-10_	0	234108	0.000
Streptomyces_sp._SirexAA-E_	58062	17509	0.768
Streptomyces_sp._SPB78_	72141	11917	0.858
Streptomyces_sp._TAA040_	0	73788	0.000
Streptomyces_sp._TAA204_	0	95855	0.000
Streptomyces_sp._TAA486_	0	108466	0.000
Streptomyces_sp._URHA0041_	0	110907	0.000
Streptomyces_sulphureus_DSM_40104_	0	99398	0.000
Streptomyces_sviceus_ATCC_29083_	130499	18077	0.878
Streptomyces_thermolilacinus_SPC6_	78488	8640	0.901
Streptomyces_toyocaensis_	97335	10718	0.901
Streptomyces_varsoviensis_	98448	17929	0.846
Streptomyces_venezuelae_ATCC_10712_	62782	23189	0.730
Streptomyces_violaceusniger_Tu_4113_	72796	34165	0.681
Streptomyces_violens_	0	128247	0.000
Streptomyces_virginiae_	97170	15906	0.859
Streptomyces_viridochromogenes_DSM_40736_	126114	16238	0.886
Streptomyces_viridosporus_T7A_	0	123833	0.000
Streptomyces_vitaminophilus_DSM_41686_	71785	9510	0.883
Streptomyces_wedmorensis_	0	133582	0.000
Streptomyces_xylophagus_	0	202333	0.000
Streptomyces_yeochonensis_CN732_	0	94726	0.000
Streptosporangium_amethystogenes_	0	139932	0.000
Streptosporangium_roseum_DSM_43021_	73608	40773	0.644
Subdoligranulum_sp._4_3_54A2FAA_	40908	11209	0.785
Subdoligranulum_variabile_DSM_15176_	42176	4973	0.895
Succinatimonas_hippei_YIT_12066_	24956	1393	0.947
Succinimonas_amylolytica_DSM_2873_	0	39194	0.000
Succinispira_mobilis_DSM_6222_	0	33514	0.000
Succinivibrio_dextrinosolvens_H5_	0	32941	0.000
Sulfitobacter_donghicola_DSW-25_=_KCTC_12864_=_JCM_14565_	51709	3828	0.931
Sulfitobacter_guttiformis_KCTC_32187_	0	60388	0.000
Sulfitobacter_mediterraneus_	62864	5585	0.918
Sulfitobacter_sp._20_GPM-1509m_	0	83367	0.000
Sulfitobacter_sp._EE-36_	34247	16880	0.670
Sulfitobacter_sp._H3_	47178	5294	0.899
Sulfitobacter_sp._MM-124_	62211	5774	0.915
Sulfitobacter_sp._NB-68_	0	61497	0.000
Sulfitobacter_sp._NB-77_	0	66539	0.000
Sulfobacillus_acidophilus_TPY_	36350	2849	0.927
Sulfuricella_denitrificans_skB26_	38664	3182	0.924
Sulfuricurvum_kujiense_DSM_16994_	41028	4339	0.904
Sulfurihydrogenibium_azorense_Az-Fu1_	25225	872	0.967
Sulfurihydrogenibium_sp._YO3AOP1_	19424	1286	0.938
Sulfurihydrogenibium_subterraneum_DSM_15120_	0	29933	0.000
Sulfurimonas_autotrophica_DSM_16294_	30818	2221	0.933
Sulfurimonas_denitrificans_DSM_1251_	34690	2439	0.934
Sulfurimonas_gotlandica_GD1_	68818	942	0.986
Sulfurimonas_sp._AST-10_	38020	1800	0.955
Sulfurospirillum_arcachonense_DSM_9755_	0	58953	0.000
Sulfurospirillum_barnesii_SES-3_	35447	3062	0.920
Sulfurospirillum_deleyianum_DSM_6946_	28949	2629	0.917
Sulfurospirillum_multivorans_DSM_12446_	47338	2238	0.955
Sulfurovum_sp._AR_	29438	1291	0.958
Sulfurovum_sp._NBC37-1_	33856	2378	0.934
Sutterella_wadsworthensis_2_1_59BFAA_	22430	3350	0.870
Sutterella_wadsworthensis_3_1_45B_	29140	2999	0.907
Sutterella_wadsworthensis_HGA0223_	25676	2927	0.898
Symbiobacterium_thermophilum_IAM_14863_	40496	3642	0.917
Synechococcus_elongatus_PCC_6301_	47053	2665	0.946
Synechococcus_elongatus_PCC_7942_	47198	3991	0.922
Synechococcus_sp._BL107_	33026	1644	0.953
Synechococcus_sp._CB0101_	0	41164	0.000
Synechococcus_sp._CC9311_	28041	1528	0.948
Synechococcus_sp._CC9605_	26311	2349	0.918
Synechococcus_sp._CC9616_	0	35357	0.000
Synechococcus_sp._CC9902_	25139	2014	0.926
Synechococcus_sp._JA-2-3B'a	32547	1940	0.944
Synechococcus_sp._JA-3-3Ab_	43374	1408	0.969
Synechococcus_sp._KORDI-100_	26436	3010	0.898
Synechococcus_sp._KORDI-49_	27273	2564	0.914
Synechococcus_sp._KORDI-52_	25773	2398	0.915
Synechococcus_sp._NKBG15041c_	0	50018	0.000
Synechococcus_sp._PCC_6312_	33414	5348	0.862
Synechococcus_sp._PCC_7002_	42066	2649	0.941
Synechococcus_sp._PCC_7335_	82503	10475	0.887
Synechococcus_sp._PCC_7336_	0	56571	0.000
Synechococcus_sp._PCC_7502_	32548	4844	0.870
Synechococcus_sp._RCC307_	27655	962	0.966
Synechococcus_sp._RS9916_	37570	2263	0.943
Synechococcus_sp._RS9917_	36878	2331	0.941
Synechococcus_sp._WH_5701_	51790	2713	0.950
Synechococcus_sp._WH_7803_	28632	1073	0.964
Synechococcus_sp._WH_7805_	37233	1965	0.950
Synechococcus_sp._WH_8016_	36418	2645	0.932
Synechococcus_sp._WH_8102_	28195	1153	0.961
Synechococcus_sp._WH_8109_	24982	1173	0.955
Synechocystis_sp._PCC_6714_	40878	2719	0.938
Synechocystis_sp._PCC_7509_	0	64677	0.000
Synergistes_jonesii_	33788	3210	0.913
Synergistes_sp._3_1_syn1_	45601	4428	0.911
Syntrophobacter_fumaroxidans_MPOB_	46350	8004	0.853
Syntrophobotulus_glycolicus_DSM_8271_	33868	8902	0.792
Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_	28177	2395	0.922
Syntrophorhabdus_aromaticivorans_UI_	0	57269	0.000
Syntrophothermus_lipocalidus_DSM_12680_	36701	2016	0.948
Syntrophus_aciditrophicus_SB_	32096	4096	0.887
Tannerella_forsythia_ATCC_43037_	26734	4520	0.855
Tatumella_morbirosei_	55195	1873	0.967
Tatumella_ptyseos_ATCC_33301_	49208	801	0.984
Tatumella_sp._NML_06-3099_	0	44542	0.000
Taylorella_asinigenitalis_MCE3_	17527	1092	0.941
Taylorella_equigenitalis_MCE9_	17920	1060	0.944
Tenacibaculum_maritimum_NBRC_15946_	23113	2912	0.888
Tenacibaculum_sp._47A_GOM-205m_	0	40046	0.000
Tepidanaerobacter_acetatoxydans_Re1_	35747	1787	0.952
Tepidiphilus_margaritifer_DSM_15129_	0	37559	0.000
Terasakiella_pusilla_DSM_6293_	0	76522	0.000
Teredinibacter_turnerae_T7901_	67397	2950	0.958
Teredinibacter_turnerae_T7902_	0	91294	0.000
Terracoccus_sp._273MFTsu3.1_	0	73006	0.000
Terribacillus_aidingensis_	35979	4449	0.890
Terriglobus_roseus_DSM_18391_	35155	11877	0.747
Terriglobus_saanensis_SP1PR4_	40161	10706	0.790
Tetragenococcus_halophilus_NBRC_12172_	31459	1874	0.944
Tetragenococcus_muriaticus_DSM_15685_	0	33251	0.000
Tetrasphaera_elongata_Lp2_	48155	1179	0.976
Thalassobacter_arenae_DSM_19593_	53605	3968	0.931
Thalassobacter_stenotrophicus_	65102	831	0.987
Thalassobium_sp._R2A62_	62936	3399	0.949
Thalassolituus_oleivorans_MIL-1_	43638	5107	0.895
Thalassospira_profundimaris_WP0211_	67212	3652	0.948
Thalassospira_xiamenensis_M-5_=_DSM_17429_	43337	5182	0.893
Thauera_linaloolentis_47Lol_=_DSM_12138_	63073	5675	0.917
Thauera_sp._27_	88715	5064	0.946
Thauera_sp._63_	74281	5286	0.934
Thauera_sp._MZ1T_	54692	7163	0.884
Thauera_terpenica_58Eu_	60603	5111	0.922
Thermacetogenium_phaeum_DSM_12270_	34574	2231	0.939
Thermaerobacter_marianensis_DSM_12885_	26655	3700	0.878
Thermaerobacter_subterraneus_DSM_13965_	35047	2251	0.940
Thermanaerovibrio_acidaminovorans_DSM_6589_	28073	1332	0.955
Thermanaerovibrio_velox_DSM_12556_	36990	752	0.980
Thermicanus_aegyptius_DSM_12793_	0	57019	0.000
Thermincola_potens_JR_	40547	3538	0.920
Thermithiobacillus_tepidarius_DSM_3134_	0	43817	0.000
Thermoactinomyces_daqus_	0	56618	0.000
Thermoanaerobacter_italicus_Ab9_	32935	2261	0.936
Thermoanaerobacterium_saccharolyticum_JW-SL-YS485_	37603	3364	0.918
Thermoanaerobacterium_thermosaccharolyticum_DSM_571_	33784	2811	0.923
Thermoanaerobacterium_xylanolyticum_LX-11_	33539	2251	0.937
Thermoanaerobacter_kivui_	30820	968	0.970
Thermoanaerobacter_pseudethanolicus_ATCC_33223_	28838	2274	0.927
Thermoanaerobacter_wiegelii_Rt8.B1_	32793	2455	0.930
Thermobacillus_composti_KWC4_	45788	14486	0.760
Thermobaculum_terrenum_ATCC_BAA-798_	22121	5965	0.788
Thermobifida_fusca_YX_	34158	5644	0.858
Thermobispora_bispora_DSM_43833_	33243	6317	0.840
Thermobrachium_celere_DSM_8682_	53373	1183	0.978
Thermocrinis_albus_DSM_14484_	22850	960	0.960
Thermocrinis_ruber_DSM_12173_	20679	805	0.963
Thermocrinis_sp._GBS_	0	26303	0.000
Thermodesulfatator_atlanticus_DSM_21156_	0	33479	0.000
Thermodesulfatator_indicus_DSM_15286_	26305	3327	0.888
Thermodesulfobacterium_commune_DSM_2178_	16175	1028	0.940
Thermodesulfobacterium_geofontis_OPF15_	21505	1243	0.945
Thermodesulfobacterium_hveragerdense_DSM_12571_	0	32567	0.000
Thermodesulfobacterium_hydrogeniphilum_	0	29828	0.000
Thermodesulfobacterium_thermophilum_DSM_1276_	0	31329	0.000
Thermodesulfobium_narugense_DSM_14796_	24840	1719	0.935
Thermodesulfovibrio_thiophilus_DSM_17215_	0	35119	0.000
Thermodesulfovibrio_yellowstonii_DSM_11347_	30265	1392	0.956
Thermogemmatispora_sp._PM5_	0	56584	0.000
Thermomicrobiales_bacterium_KI4_	0	35215	0.000
Thermomicrobium_roseum_DSM_5159_	26502	3200	0.892
Thermomonas_fusca_DSM_15424_	0	44694	0.000
Thermomonospora_curvata_DSM_43183_	39907	13277	0.750
Thermonema_rossianum_DSM_10300_	0	36121	0.000
Thermophagus_xiamenensis_	39180	6984	0.849
Thermosediminibacter_oceani_DSM_16646_	32533	1554	0.954
Thermosinus_carboxydivorans_Nor1_	50846	2353	0.956
Thermosipho_africanus_TCF52B_	30474	1366	0.957
Thermosipho_melanesiensis_BI429_	29892	1556	0.951
Thermotoga_hypogea_NBRC_106472_	0	35368	0.000
Thermotoga_lettingae_TMO_	28894	3377	0.895
Thermotoga_maritima_MSB8_	31078	1530	0.953
Thermotoga_neapolitana_DSM_4359_	26283	2281	0.920
Thermotoga_petrophila_RKU-1_	25402	1898	0.930
Thermotoga_sp._Mc24_	32564	999	0.970
Thermotoga_thermarum_DSM_5069_	23384	2472	0.904
Thermovibrio_ammonificans_HB-1_	25708	1164	0.957
Thermovirga_lienii_DSM_17291_	27908	1861	0.937
Thermus_antranikianii_DSM_12462_	0	36824	0.000
Thermus_aquaticus_Y51MC23_	31269	4299	0.879
Thermus_caliditerrae_	0	37395	0.000
Thermus_igniterrae_ATCC_700962_	0	37054	0.000
Thermus_islandicus_DSM_21543_	0	36007	0.000
Thermus_oshimai_JL-2_	25243	2315	0.916
Thermus_scotoductus_SA-01_	36144	1116	0.970
Thermus_sp._CCB_US3_UF1_	26360	3345	0.887
Thermus_sp._YIM_77409_	0	35542	0.000
Thermus_tengchongensis_YIM_77401_	0	43655	0.000
Thermus_thermophilus_HB27_	34817	1272	0.965
Thioalkalimicrobium_aerophilum_AL3_	28265	1378	0.954
Thioalkalimicrobium_cyclicum_ALM1_	23032	975	0.959
Thioalkalivibrio_nitratireducens_DSM_14787_	38750	1658	0.959
Thioalkalivibrio_sp._AKL11_	0	46894	0.000
Thioalkalivibrio_sp._AKL19_	0	45194	0.000
Thioalkalivibrio_sp._ALD1_	0	42556	0.000
Thioalkalivibrio_sp._ALE19_	0	51445	0.000
Thioalkalivibrio_sp._ALE31_	0	44382	0.000
Thioalkalivibrio_sp._ALE6_	0	42272	0.000
Thioalkalivibrio_sp._ALJ11_	0	45877	0.000
Thioalkalivibrio_sp._ALJ16_	0	44568	0.000
Thioalkalivibrio_sp._ALJ24_	0	47398	0.000
Thioalkalivibrio_sp._ALJ7_	0	42809	0.000
Thioalkalivibrio_sp._ALJT_	0	38176	0.000
Thioalkalivibrio_sp._ALMg11_	0	44174	0.000
Thioalkalivibrio_sp._ALR17-21_	0	51018	0.000
Thioalkalivibrio_sp._ALSr1_	0	49234	0.000
Thioalkalivibrio_sp._HK1_	0	41382	0.000
Thioalkalivibrio_sp._K90mix_	36207	4790	0.883
Thioalkalivibrio_sulfidiphilus_HL-EbGr7_	34558	5612	0.860
Thioalkalivibrio_thiocyanodenitrificans_ARhD_1_	0	48558	0.000
Thioalkalivibrio_thiocyanoxidans_ARh2_	0	44001	0.000
Thioalkalivibrio_thiocyanoxidans_ARh_4_	30507	6368	0.827
Thiobacillus_denitrificans_ATCC_25259_	39752	3346	0.922
Thiobacillus_denitrificans_DSM_12475_	51132	5325	0.906
Thiobacillus_thioparus_DSM_505_	0	54425	0.000
Thiocapsa_marina_5811_	66007	7907	0.893
Thioclava_dalianensis_	54500	5452	0.909
Thioclava_pacifica_DSM_10166_	57110	6122	0.903
Thioclava_sp._13D2W-2_	67432	5381	0.926
Thioclava_sp._DT23-4_	52116	4769	0.916
