,Sample,Plasmid_PPI,Chrom_PPI,Fraction,inputProteins,interactions,Plasmid_genes,cTri,loops,ccs,aPMNLE_all,cTri_all,loops_all,ccs_all,aPMNLE
3967,Peptostreptococcaceae_bacterium_VA2,0,53968,0,3546,53967,0,89120,27772,49,0.548021599,89120,27772,49,0.548021599
3968,Perlucidibaca_piscinae_DSM_21586,0,34730,0,2255,34729,0,34058,20397,5,0.588065238,34058,20397,5,0.588065238
3969,Persephonella_sp_IF05-L8,0,31365,0,1903,31364,0,42217,17205,4,0.554825714,42217,17205,4,0.554825714
3970,Persephonella_sp_KM09-Lau-8,0,34604,0,2248,34603,0,46260,19100,10,0.555388185,46260,19100,10,0.555388185
3971,Phycicoccus_jejuensis,0,54508,0,3651,54507,0,78234,29859,22,0.550738475,78234,29859,22,0.550738475
3972,Phyllobacterium_sp_UNC302MFCol52,0,65571,0,4366,65570,0,NA,NA,NA,NA,NA,NA,NA,NA
3973,Pleomorphomonas_koreensis_DSM_23070,0,82958,0,3992,82957,0,131142,44598,13,0.539370318,131142,44598,13,0.539370318
3974,Pleomorphomonas_oryzae_DSM_16300,0,110451,0,4685,110450,0,184863,60523,20,0.562175322,184863,60523,20,0.562175322
3975,Pleurocapsa_sp_PCC_7319,0,121705,0,6670,121704,0,184078,68967,46,0.564356686,184078,68967,46,0.564356686
3976,Polaribacter_sp_Hel_I_88,0,41192,0,3426,41191,0,51973,22701,20,0.542157213,51973,22701,20,0.542157213
3977,Polaribacter_sp_Hel1_33_49,0,40203,0,2603,40202,0,53341,22534,8,0.556068495,53341,22534,8,0.556068495
3978,Polycyclovorans_algicola_TG408,0,51923,0,3295,51922,0,60525,29545,17,0.570469799,60525,29545,17,0.570469799
3979,Ponticaulis_koreensis_DSM_19734,0,48420,0,3228,48419,0,72639,26521,24,0.542809908,72639,26521,24,0.542809908
3980,Porphyrobacter_cryptus_DSM_12079,0,42470,0,2796,42469,0,59109,21832,6,0.506933463,59109,21832,6,0.506933463
3981,Porphyrobacter_sp_AAP82,0,38448,0,2726,38447,0,44291,21714,9,0.569699809,44291,21714,9,0.569699809
3982,Porphyromonas_bennonis_DSM_23058_equals_JCM_16335,0,187587,0,6817,187586,0,456103,99900,64,0.551911347,456103,99900,64,0.551911347
3983,Porphyromonas_levii_DSM_23370,0,29064,0,2063,29063,0,37994,16177,14,0.560668902,37994,16177,14,0.560668902
3984,Porticoccus_hydrocarbonoclasticus_MCTG13d,0,35251,0,2259,35250,0,49560,19460,2,0.547994941,49560,19460,2,0.547994941
3985,Prauserella_rugosa,0,83879,0,4810,83878,0,119488,46951,36,0.562631068,119488,46951,36,0.562631068
3986,Prevotella_albensis_DSM_11370_equals_JCM_12258,0,28144,0,2253,28143,0,39902,14796,32,0.53721094,39902,14796,32,0.53721094
3987,Prevotella_aurantiaca_JCM_15754,0,35198,0,2761,35197,0,55412,18376,66,0.530943188,55412,18376,66,0.530943188
3988,Prevotella_brevis_P6B11,0,30970,0,2304,30969,0,44456,16100,22,0.534697438,44456,16100,22,0.534697438
3989,Prevotella_falsenii_DSM_22864_equals_JCM_15124,0,31121,0,2461,31120,0,39096,16882,37,0.549250466,39096,16882,37,0.549250466
3990,Prevotella_maculosa_DSM_19339_equals_JCM_15638,0,31586,0,2498,31585,0,45674,16569,43,0.527498262,45674,16569,43,0.527498262
3991,Prevotella_oralis_HGA0225,0,30846,0,2354,30845,0,32788,17434,20,0.564864157,32788,17434,20,0.564864157
3992,Prevotella_oris_DSM_18711_equals_JCM_12252,0,32647,0,2430,32646,0,37720,18304,20,0.555499261,37720,18304,20,0.555499261
3993,Prevotella_paludivivens_DSM_17968_equals_JCM_13650,0,38276,0,2910,38275,0,47725,21594,30,0.570781469,47725,21594,30,0.570781469
3994,Prevotella_pleuritidis_JCM_14110,0,33542,0,2266,33541,0,48333,17789,24,0.535751073,48333,17789,24,0.535751073
3995,Prevotella_shahii_DSM_15611_equals_JCM_12083,0,38754,0,3049,38753,0,57304,19966,68,0.521913318,57304,19966,68,0.521913318
3996,Prevotella_sp_10,0,43601,0,3591,43600,0,59967,23866,41,0.559784152,59967,23866,41,0.559784152
3997,Prevotella_sp_AGR2160,0,28917,0,2258,28916,0,39541,15889,25,0.540665176,39541,15889,25,0.540665176
3998,Prevotella_sp_HUN102,0,31243,0,2673,31242,0,40693,17231,64,0.554641371,40693,17231,64,0.554641371
3999,Prevotella_sp_MA2016,0,40364,0,2560,40363,0,53257,21920,17,0.546192703,53257,21920,17,0.546192703
4000,Prevotella_sp_P6B1,0,41029,0,2776,41028,0,54524,22515,34,0.549694585,54524,22515,34,0.549694585
4001,Prevotella_timonensis_4401737_equals_DSM_22865_equals_JCM_15640,0,30468,0,2477,30467,0,37960,16761,28,0.552913199,37960,16761,28,0.552913199
4002,Prevotella_veroralis_DSM_19559_equals_JCM_6290,0,28600,0,2320,28599,0,36294,15398,31,0.560588901,36294,15398,31,0.560588901
4003,Prochlorococcus_marinus_str_MIT_9107,0,26300,0,1963,26299,0,36148,13836,74,0.537702258,36148,13836,74,0.537702258
4004,Prochlorococcus_marinus_str_MIT_9322,0,26296,0,1939,26295,0,33235,14077,52,0.54723127,33235,14077,52,0.54723127
4005,Prochlorococcus_sp_scB241_528O2,0,26658,0,1900,26657,0,27694,15211,67,0.583422611,27694,15211,67,0.583422611
4006,Prochlorococcus_sp_scB245a_520K10,0,26395,0,1816,26394,0,35013,14496,45,0.559533462,35013,14496,45,0.559533462
4007,Prolixibacter_bellariivorans_ATCC_BAA-1284,0,63396,0,4082,63395,0,84562,34795,28,0.554597304,84562,34795,28,0.554597304
4008,Promicromonospora_kroppenstedtii_DSM_19349,0,80144,0,6309,80143,0,110176,44515,55,0.551822119,110176,44515,55,0.551822119
4009,Propionibacteriaceae_bacterium_P6A17,0,45651,0,2511,45650,0,74612,23762,15,0.537993292,74612,23762,15,0.537993292
4010,Propionibacterium_acidifaciens_DSM_21887,0,37073,0,2327,37072,0,52245,19766,17,0.565314024,52245,19766,17,0.565314024
4011,Propionibacterium_jensenii_DSM_20535,0,41930,0,2600,41929,0,64316,22497,17,0.546236486,64316,22497,17,0.546236486
4012,Propionibacterium_thoenii_DSM_20276,0,41186,0,2539,41185,0,56911,21903,13,0.518675958,56911,21903,13,0.518675958
4013,Proteocatella_sphenisci_DSM_23131,0,41178,0,2321,41177,0,51682,23080,7,0.568396407,51682,23080,7,0.568396407
4014,Pseudaminobacter_salicylatoxidans_KCT001,0,94058,0,4474,94057,0,145486,50948,16,0.542187399,145486,50948,16,0.542187399
4015,Pseudanabaena_sp_PCC_6802,0,87614,0,5169,87613,0,152122,46371,39,0.52647015,152122,46371,39,0.52647015
4016,Pseudobutyrivibrio_sp_LB2011,0,49343,0,2520,49342,0,74099,26513,13,0.558387906,74099,26513,13,0.558387906
4017,Pseudobutyrivibrio_sp_MD2005,0,50679,0,2757,50678,0,87486,25880,14,0.524029019,87486,25880,14,0.524029019
4018,Pseudoclavibacter_soli_DSM_23366,0,26656,0,1967,26655,0,38110,13905,23,0.529519507,38110,13905,23,0.529519507
4019,Pseudomonas_caeni_DSM_24390,0,46325,0,2701,46324,0,60975,25347,5,0.564480737,60975,25347,5,0.564480737
4020,Pseudomonas_flectens_ATCC_12775,0,35973,0,2357,35972,0,40413,20479,19,0.588742317,40413,20479,19,0.588742317
4021,Pseudomonas_luteola_XLDN4-9,0,73342,0,4253,73341,0,120113,39582,60,0.537957749,120113,39582,60,0.537957749
4022,Pseudomonas_pelagia_CL-AP6,0,71185,0,4062,71184,0,97299,39666,18,0.565723309,97299,39666,18,0.565723309
4023,Pseudomonas_resinovorans_DSM_21078,0,116604,0,5377,116603,0,197865,62257,17,0.554531337,197865,62257,17,0.554531337
4024,Pseudomonas_sp_Ant30-3,0,98698,0,5322,98697,0,144267,53897,35,0.553295713,144267,53897,35,0.553295713
4025,Pseudomonas_sp_HYS,0,104219,0,5039,104218,0,148794,57522,21,0.567348843,148794,57522,21,0.567348843
4026,Pseudomonas_sp_ML96,0,104778,0,4284,104777,0,191238,56940,10,0.567082683,191238,56940,10,0.567082683
4027,Pseudomonas_sp_RL,0,82491,0,3524,82490,0,181550,42827,4,0.527279879,181550,42827,4,0.527279879
4028,Pseudomonas_sp_S9,0,84482,0,4363,84481,0,144195,44395,18,0.529906129,144195,44395,18,0.529906129
4029,Pseudomonas_sp_URMO17WK12_I8,0,104107,0,5038,104106,0,155901,57131,24,0.555585762,155901,57131,24,0.555585762
4030,Pseudonocardia_acaciae_DSM_45401,0,181188,0,9275,181187,0,289919,102057,35,0.567442306,289919,102057,35,0.567442306
4031,Pseudonocardia_asaccharolytica_DSM_44247_equals_NBRC_16224,0,83340,0,4922,83339,0,121309,44278,28,0.534996157,121309,44278,28,0.534996157
4032,Pseudophaeobacter_arcticus_DSM_23566,0,71346,0,3818,71345,0,112706,38096,13,0.54427156,112706,38096,13,0.54427156
4033,Pseudoxanthomonas_sp_GW2,0,51719,0,3055,51718,0,64630,29110,19,0.56156215,64630,29110,19,0.56156215
4034,Psychrobacter_lutiphocae_DSM_21542,0,31812,0,2586,31811,0,36593,17746,33,0.535148016,36593,17746,33,0.535148016
4035,Psychrobacter_phenylpyruvicus_DSM_7000_equals_NBRC_102152,0,31144,0,2612,31143,0,48391,16133,28,0.518590644,48391,16133,28,0.518590644
4036,Psychrobacter_sp_PAMC_21119,0,42493,0,2791,42492,0,64310,23174,17,0.542792872,64310,23174,17,0.542792872
4037,Psychrobacter_sp_TB15,0,34960,0,2562,34959,0,58239,17913,15,0.522045296,58239,17913,15,0.522045296
4038,Psychrobacter_sp_TB67,0,36287,0,2968,36286,0,49867,20043,47,0.550877193,49867,20043,47,0.550877193
4039,Psychroflexus_tropicus_DSM_15496,0,36313,0,2780,36312,0,46512,19485,27,0.536298422,46512,19485,27,0.536298422
4040,Psychromonas_ossibalaenae_ATCC_BAA-1528,0,92780,0,4439,92779,0,152890,49345,27,0.535154776,152890,49345,27,0.535154776
4041,Psychroserpens_burtonensis_DSM_12212,0,44445,0,3582,44444,0,62031,24418,39,0.522646943,62031,24418,39,0.522646943
4042,Psychroserpens_sp_PAMC_27130,0,50284,0,3249,50283,0,63407,27984,13,0.553539861,63407,27984,13,0.553539861
4043,Pusillimonas_noertemannii_BS8,0,62621,0,3474,62620,0,94733,33565,6,0.533837842,94733,33565,6,0.533837842
4044,Reyranella_massiliensis_521,0,87668,0,5546,87667,0,140282,48085,34,0.546761621,140282,48085,34,0.546761621
4045,Rheinheimera_baltica_DSM_14885,0,63192,0,3976,63191,0,76946,35003,26,0.556819682,76946,35003,26,0.556819682
4046,Rheinheimera_perlucida_DSM_18276,0,61450,0,3543,61449,0,85073,33986,17,0.552976839,85073,33986,17,0.552976839
4047,Rhizobiales_bacterium_YIM_77505,0,70150,0,3926,70149,0,106384,36931,15,0.523881494,106384,36931,15,0.523881494
4048,Rhizobium_alamii,0,138139,0,6802,138138,0,224299,74558,41,0.538963217,224299,74558,41,0.538963217
4049,Rhizobium_giardinii_bv_giardinii_H152,0,127551,0,6234,127550,0,NA,NA,NA,NA,NA,NA,NA,NA
4050,Rhizobium_larrymoorei_ATCC_51759,0,86502,0,4618,86501,0,125480,47569,24,0.557995103,125480,47569,24,0.557995103
4051,Rhizobium_leucaenae_USDA_9039,0,117190,0,6114,117189,0,191557,61815,39,0.531673717,191557,61815,39,0.531673717
4052,Rhizobium_mongolense_USDA_1844,0,124396,0,6635,124395,0,208441,66771,78,0.53672652,208441,66771,78,0.53672652
4053,Rhizobium_selenitireducens_ATCC_BAA-1503,0,81361,0,4534,81360,0,128391,42927,17,0.537072701,128391,42927,17,0.537072701
4054,Rhizobium_sp_2MFCol31,0,99385,0,5704,99384,0,NA,NA,NA,NA,NA,NA,NA,NA
4055,Rhizobium_sp_CF097,0,123843,0,6312,123842,0,182134,66762,38,0.559078974,182134,66762,38,0.559078974
4056,Rhizobium_sp_CF394,0,115797,0,6091,115796,0,209300,61774,37,0.537487408,209300,61774,37,0.537487408
4057,Rhizobium_sp_IBUN,0,108270,0,6020,108269,0,156861,59012,45,0.558762015,156861,59012,45,0.558762015
4058,Rhizobium_sp_OK494,0,125272,0,6651,125271,0,176815,68240,26,0.548196823,176815,68240,26,0.548196823
4059,Rhizobium_sp_YR295,0,118337,0,5853,118336,0,199019,62167,27,0.52870414,199019,62167,27,0.52870414
4060,Rhizobium_sp_YR519,0,96685,0,5355,96684,0,146379,52814,39,0.550139621,146379,52814,39,0.550139621
4061,Rhizobium_sullae_WSM1592,0,132421,0,7083,132420,0,216963,70685,54,0.536568433,216963,70685,54,0.536568433
4062,Rhizobium_undicola_ORS_992_equals_ATCC_700741,0,68166,0,3577,68165,0,99849,36671,24,0.550132817,99849,36671,24,0.550132817
4063,Rhizobium_vignae,0,113550,0,5804,113549,0,176315,61756,29,0.549593543,176315,61756,29,0.549593543
4064,Rhodococcus_defluvii,0,85527,0,4783,85526,0,128146,46621,32,0.551263046,128146,46621,32,0.551263046
4065,Rhodococcus_sp_UNC23MFCrub11,0,69929,0,4304,69928,0,NA,NA,NA,NA,NA,NA,NA,NA
4066,Rhodococcus_sp_UNC363MFTsu51,0,81257,0,5201,81256,0,NA,NA,NA,NA,NA,NA,NA,NA
4067,Rhodospirillales_bacterium_URHD0088,0,139201,0,6137,139200,0,228862,74955,27,0.54103508,228862,74955,27,0.54103508
4068,Rhodovibrio_salinarum_DSM_9154,0,58266,0,3738,58265,0,70007,32638,21,0.554410262,70007,32638,21,0.554410262
4069,Rickettsia_helvetica_C9P9,0,21979,0,1663,21978,0,35107,12087,44,0.547938441,35107,12087,44,0.547938441
4070,Rickettsia_tamurae,0,25010,0,1629,25009,0,46477,12114,24,0.490306086,46477,12114,24,0.490306086
4071,Riemerella_columbina_DSM_16469,0,29303,0,2444,29302,0,36915,15954,28,0.548434594,36915,15954,28,0.548434594
4072,Rikenella_microfusus_DSM_15922,0,24142,0,1911,24141,0,28063,13607,16,0.555187218,28063,13607,16,0.555187218
4073,Robiginitomaculum_antarcticum_DSM_21748,0,33911,0,2538,33910,0,40986,18714,11,0.552830451,40986,18714,11,0.552830451
4074,Robinsoniella_peoriensis,0,121306,0,5905,121305,0,220328,63232,35,0.545606715,220328,63232,35,0.545606715
4075,Roseivivax_halodurans_JCM_10272,62733,4470,0.933,4306,67202,0,29252,20382,56,0.525366516,105120,35060,41,0.547127469
4076,Roseomonas_aerilata_DSM_19363,0,96759,0,5815,96758,0,127142,54387,41,0.567668266,127142,54387,41,0.567668266
4077,Roseomonas_sp_B5,0,63870,0,4256,63869,0,82470,35640,26,0.557924282,82470,35640,26,0.557924282
4078,Roseovarius_sp_MCTG156,0,97938,0,4871,97937,0,147741,54010,15,0.570592437,147741,54010,15,0.570592437
4079,Ruania_albidiflava_DSM_18029,0,53110,0,3723,53109,0,57136,29059,12,0.549859976,57136,29059,12,0.549859976
4080,Rubritalea_marina_DSM_17716,0,28695,0,2521,28694,0,35319,15585,27,0.544829222,35319,15585,27,0.544829222
4081,Rubritepida_flocculans_DSM_14296,0,57304,0,3689,57303,0,70509,31901,9,0.558321465,70509,31901,9,0.558321465
4082,Rudaea_cellulosilytica_DSM_22992,0,47227,0,3543,47226,0,49521,27610,18,0.58223068,49521,27610,18,0.58223068
4083,Rudanella_lutea_DSM_19387,0,85478,0,4948,85477,0,137327,46220,19,0.543633763,137327,46220,19,0.543633763
4084,Ruegeria_conchae,0,88459,0,4292,88458,0,133826,47921,16,0.544532727,133826,47921,16,0.544532727
4085,Ruminobacter_sp_RM87,0,28934,0,2297,28933,0,32834,15868,41,0.549427629,32834,15868,41,0.549427629
4086,Ruminococcaceae_bacterium_AB4001,0,30959,0,2699,30958,0,37292,17186,11,0.55281506,37292,17186,11,0.55281506
4087,Ruminococcaceae_bacterium_AE2021,0,33600,0,2726,33599,0,47374,18657,16,0.555009276,47374,18657,16,0.555009276
4088,Ruminococcus_gauvreauii_DSM_19829,0,57718,0,3665,57717,0,78660,31152,9,0.539353115,78660,31152,9,0.539353115
4089,Ruminococcus_sp_FC2018,0,29709,0,2157,29708,0,35998,16276,20,0.535921485,35998,16276,20,0.535921485
4090,Ruminococcus_sp_HUN007,0,44554,0,3529,44553,0,60061,23987,58,0.534535035,60061,23987,58,0.534535035
4091,Ruminococcus_sp_NK3A76,0,38600,0,3058,38599,0,52013,19923,42,0.536117957,52013,19923,42,0.536117957
4092,Saccharibacillus_kuerlensis_DSM_22868,0,80629,0,3927,80628,0,130867,43458,17,0.537751678,130867,43458,17,0.537751678
4093,Saccharibacter_floricola_DSM_15669,0,27962,0,2160,27961,0,40239,14396,34,0.521258134,40239,14396,34,0.521258134
4094,Saccharomonospora_sp_CNQ490,0,70667,0,4429,70666,0,90821,39564,22,0.560111324,90821,39564,22,0.560111324
4095,Saccharopolyspora_spinosa_NRRL_18395,0,128882,0,7744,128881,0,190194,71721,125,0.563865834,190194,71721,125,0.563865834
4096,Saccharospirillum_impatiens_DSM_12546,0,70619,0,4051,70618,0,96130,38894,13,0.567275951,96130,38894,13,0.567275951
4097,Saccharothrix_sp_NRRL_B-16314,0,147745,0,7937,147744,0,236455,78958,59,0.533409121,236455,78958,59,0.533409121
4098,Saccharothrix_syringae,0,205240,0,9174,205239,0,406293,109598,43,0.53953947,406293,109598,43,0.53953947
4099,Salegentibacter_sp_Hel_I_6,0,53419,0,3743,53418,0,69159,29601,35,0.556451613,69159,29601,35,0.556451613
4100,Salinarimonas_rosea_DSM_21201,0,90814,0,4746,90813,0,136911,49154,27,0.545243214,136911,49154,27,0.545243214
4101,Salinicoccus_albus_DSM_19776,0,35808,0,2616,35807,0,47223,19188,27,0.542574257,47223,19188,27,0.542574257
4102,Salinicoccus_carnicancri_Crm,0,41641,0,2562,41640,0,48457,22715,10,0.550922862,48457,22715,10,0.550922862
4103,Salinimicrobium_terrae_DSM_17865,0,48652,0,3172,48651,0,54487,28094,18,0.587680187,54487,28094,18,0.587680187
4104,Salinimonas_chungwhensis_DSM_16280,0,58257,0,3521,58256,0,82251,31416,28,0.555461556,82251,31416,28,0.555461556
4105,Salinispora_pacifica_CNT003,0,81438,0,4861,81437,0,126874,42977,33,0.5335918,126874,42977,33,0.5335918
4106,Salisaeta_longa_DSM_21114,0,36581,0,2589,36580,0,47359,19714,19,0.541178315,47359,19714,19,0.541178315
4107,Salsuginibacillus_kocurii_DSM_18087,0,59194,0,3631,59193,0,84269,30614,36,0.526788686,84269,30614,36,0.526788686
4108,Sandarakinorhabdus_limnophila_DSM_17366,0,36088,0,2485,36087,0,42312,20162,9,0.555391759,42312,20162,9,0.555391759
4109,Sandarakinorhabdus_sp_AAP62,0,40617,0,2870,40616,0,63113,21833,5,0.534229754,63113,21833,5,0.534229754
4110,Schlesneria_paludicola_DSM_18645,0,134765,0,6155,134764,0,253572,73501,96,0.607215458,253572,73501,96,0.607215458
4111,Sciscionella_sp_SE31,0,122559,0,6935,122558,0,182746,67547,37,0.558472462,182746,67547,37,0.558472462
4112,Sediminibacter_sp_Hel_I_10,0,51407,0,3606,51406,0,68030,27767,20,0.539191147,68030,27767,20,0.539191147
4113,Sediminibacterium_sp_C3,0,39836,0,2909,39835,0,43433,22430,16,0.564851111,43433,22430,16,0.564851111
4114,Sediminibacterium_sp_OR53,0,40175,0,3041,40174,0,49607,22758,15,0.573299576,49607,22758,15,0.573299576
4115,Sediminimonas_qiaohouensis_DSM_21189,0,65242,0,3335,65241,0,96773,34864,15,0.54031218,96773,34864,15,0.54031218
4116,Segetibacter_koreensis_DSM_18137,0,82508,0,5163,82507,0,120602,44453,49,0.532332889,120602,44453,49,0.532332889
4117,Selenomonas_bovis_DSM_23594,0,39817,0,2240,39816,0,66721,20095,12,0.521078892,66721,20095,12,0.521078892
4118,Selenomonas_sp_AE3005,0,43316,0,2469,43315,0,67266,22849,23,0.530648267,67266,22849,23,0.530648267
4119,Selenomonas_sp_ND2010,0,53062,0,2562,53061,0,80013,29098,15,0.549838718,80013,29098,15,0.549838718
4120,Senegalimassilia_anaerobia_JC110,0,23478,0,1831,23477,0,30590,12267,27,0.536725449,30590,12267,27,0.536725449
4121,Serinicoccus_marinus_DSM_15273,0,52963,0,3082,52962,0,72181,28823,13,0.54935611,72181,28823,13,0.54935611
4122,Serinicoccus_profundi_MCCC_1A05965,0,55058,0,3125,55057,0,79938,30036,9,0.545197813,79938,30036,9,0.545197813
4123,Serratia_sp_H1n,0,92555,0,5325,92554,0,111014,51049,12,0.538593078,111014,51049,12,0.538593078
4124,Shewanella_haliotis_JCM_14758,0,113673,0,5135,113672,0,173876,63310,24,0.566712106,173876,63310,24,0.566712106
4125,Shewanella_marina_JCM_15074,0,74073,0,4250,74072,0,99652,40620,15,0.551023018,99652,40620,15,0.551023018
4126,Shewanella_waksmanii_ATCC_BAA-643,0,78437,0,4343,78436,0,109677,43217,21,0.561471929,109677,43217,21,0.561471929
4127,Shimazuella_kribbensis_DSM_45090,0,43625,0,4326,43624,0,54715,23241,111,0.528233151,54715,23241,111,0.528233151
4128,Silanimonas_lenta_DSM_16282,0,41628,0,2355,41627,0,55491,22842,5,0.553571429,55491,22842,5,0.553571429
4129,Simplicispira_psychrophila_DSM_11588,0,70710,0,3209,70709,0,106860,38211,12,0.536797613,106860,38211,12,0.536797613
4130,Sinorhizobium_arboris_LMG_14919,0,122216,0,5994,122215,0,199053,66221,41,0.561299607,199053,66221,41,0.561299607
4131,Sinorhizobium_sp_CCBAU_05631,0,75132,0,5695,75131,0,89855,41960,52,0.551891139,89855,41960,52,0.551891139
4132,Smaragdicoccus_niigatensis_DSM_44881_equals_NBRC_103563,0,70150,0,5073,70149,0,81786,40218,33,0.557302629,81786,40218,33,0.557302629
4133,Solimonas_flava_DSM_18980,0,63818,0,3797,63817,0,86591,35136,13,0.551707345,86591,35136,13,0.551707345
4134,Solimonas_soli_DSM_21787,0,65772,0,3641,65771,0,85419,35998,7,0.557682892,85419,35998,7,0.557682892
4135,Solimonas_variicoloris_DSM_15731,0,63555,0,3594,63554,0,72206,36304,8,0.576586988,72206,36304,8,0.576586988
4136,Solirubrobacterales_bacterium_URHD0059,0,96353,0,6333,96352,0,119281,53547,48,0.559443288,119281,53547,48,0.559443288
4137,Solobacterium_moorei_DSM_22971,0,41322,0,2399,41321,0,59980,21818,25,0.53702828,59980,21818,25,0.53702828
4138,Sphingobacterium_sp_H1ai,0,70219,0,5650,70218,0,69968,40849,48,0.574423252,69968,40849,48,0.574423252
4139,Sphingobium_sp_YL23,0,52496,0,3622,52495,0,74585,28095,33,0.541533727,74585,28095,33,0.541533727
4140,Sphingobium_xenophagum_QYY,0,55080,0,3881,55079,0,68314,30269,30,0.548938044,68314,30269,30,0.548938044
4141,Sphingomonas_astaxanthinifaciens_DSM_22298,0,32882,0,2477,32881,0,45203,18010,16,0.551215503,45203,18010,16,0.551215503
4142,Sphingomonas_echinoides_ATCC_14820,0,62337,0,3857,62336,0,84526,34210,24,0.548231548,84526,34210,24,0.548231548
4143,Sphingomonas_elodea_ATCC_31461,0,67243,0,3760,67242,0,105453,36789,17,0.5777132,105453,36789,17,0.5777132
4144,Sphingomonas_melonis_DAPP-PG_224,0,58137,0,3743,58136,0,87936,30384,27,0.525006331,87936,30384,27,0.525006331
4145,Sphingomonas_phyllosphaerae_52,0,53668,0,3415,53667,0,NA,NA,NA,NA,NA,NA,NA,NA
4146,Sphingomonas_phyllosphaerae_FA2,0,60778,0,3383,60777,0,91953,33408,17,0.551719304,91953,33408,17,0.551719304
4147,Sphingomonas_sp_ATCC_31555,0,63374,0,3696,63373,0,85857,35194,11,0.564771432,85857,35194,11,0.564771432
4148,Sphingomonas_sp_FUKUSWIS1,0,55483,0,3604,55482,0,100169,28714,16,0.520007919,100169,28714,16,0.520007919
4149,Sphingomonas_sp_Mn802worker,0,42728,0,3046,42727,0,60295,22976,22,0.536608718,60295,22976,22,0.536608718
4150,Sphingomonas_sp_PAMC_26605,0,54888,0,4076,54887,0,73911,29909,32,0.552183091,73911,29909,32,0.552183091
